,sentence,error_0,error_1,error_2,error_3,error_4
154,acharineepaye osheki ipinkatsatiro intakotaro yamanashiritiro aririka inkobe yaayite otaki,acharineepaye osheki ipinkatsahtiro itakotaro yamanashirirtiro aririka inkobe yaayite otaki,acgarineepaye osheki ipinkatsatiro intakotaro yamanashiritiro arirka unkobe yaayite otaku,acharineepaye sheki ipinkatssatiro inrtakotaro yamanashiritjro aririka inkobe yaayire otaki,acharneepaye osheki ipinkatsatiro intkotaro yamanashiritirpo aridrika inobe yaqyite otaki,achaineepaye osheki ipinkatsatiro intakotaro yqamanashiritiro aririka inkobe yaayiite otaki
155,acharineiteni ikanti intsekantyari kaniyati irointi kotsiro tsampisanori ontimantyari oiti aintantyarori kametsa jerome iramenero otsipatita iroki impoiji inkishokero ibenki pashini ipajitiro kanirishibenki kaniribenki oshiokantyari kametsa obatsasanotantyari,afharineiteni iknti inftsekantyari kaniyati irointi kotsiro sampisanori ontimantyari iti aintantyarori kamtsa jeriome irameneo otsipatita irok impoiji inkishomkero ibenk pashini ipajitirio kanirishibenki kaniribenki oshokantyari kametsa obatsasanotantyari,acharineiteni ikangi intsekantyari kaniyati irointi kotsiro tsampisnori ontimantyari poiti aintantuarori kameytsa jerome irzamenero otspatita iroki impoliji inkishhokero ibenkj pashini ipajiiro kanirishibenki kaniribenki oshiokantyari kametsa obatsasanotantjari,acharineiteni ikanti intsekantyari kaniyati irointi kotsiro tsampisanori ontumantyari oiti aintanyarori kametssa jeroome iramenero otsipatita idroki limpoiji inkishokero ibenki pashini ipaitiro kanirishibenki kaniribenki osiokantyari kametsa obatsasanotantyari,acharimneiteni ianti intsekantyari kaniysti ierointi kotsiro tsxampisanori ontimntyari kiti antantyarori kanmetsa ujerome iramnero tsipatita iroki impoiji inkishokeo ibenki pashini ipajitifro kaanirishibenki kaniribenki oshiokantyari kametsa obatsasanotantyari,acharineiteni ikanti intsekantari kaniyati irointi kotsiro tsakpisanori ontimqantyari liti aintantyarori kametsa jeroke iramenero otsipatkita iroki impoiji inkishokero ibenki pashini ipajitiro kanirishibenki kairibenki oshiokantyati kametsa obatsasanotantyari
156,acharineiteni isankenayetiro ikenayetira kempe isankenatakero shamoko,acharineiteni isankenayetiro ikenayetira kempe isankenatakero shmoko,acharineiteni isankenxayetiro ikenayetira kenmpe isankfnatakero shamomo,acharineiteni isankenayetiro ikenayetra kemppe isankenattakero shamoko,acharineiteni isakenayetiro ikeayetira kempe isankeenatakero shmoko,acharjineiteni isanknayetiro ienayetira kempe isankenatwkero samoko
157,acharineiteni osheki yantayetiri kitaiteriki tsiteniriki ejati oñatamani,acharineteni osheki yanftayetiri kitaieriki tsiteeniriki ejati olñatamani,acharuineiteni oshekui yantayetiri kitsaiteriki titeniriki ejatki oñatamani,acharineteni ozheki yantxayetiri litaiteriki tsiteniriki wejati oñatamani,acharineiteni osheki yantayetii kitaiteriki tsiteniriki jati oñaamani,acharineiteni osheki yantayetiri kitaiteriki tsitenieriki ejati oñatamani
158,acharineiteni timatsi ikantayetirori yobanontayetari shima eirorika itimanaji iroka irobakajiariri itomipe ikempoyayetiri tsitonaki chonkorinaki aisati boteyanakiki,acharineiteni timatsi ikantayetirori ybanontayetari shima eirorika itimanaji iroka irobaajiariri itomiñe ikempoyayetiri sitonaki chonkotrinaki aisati bofteyanakiki,achxrineiteni timati ikantayetitori yobanontayetarri shija eirorika jitimanaji kiroka irobakajariri tomipe ikempoyayetiri tsitonaki chonkorinaki aisxti boteyanakiki,acgharineiteni timatsi ikntayetirori yovbanontayetari shima erorika itimanwji irolka irobakajiariri itomipe ikempoyayetiri tsitojnaki chonkorinaki aisai boteyanakiki,acharineiteni timatsi ikantayetirori yobanontayeari shia eirorika itimanaji irka irobakajiarirki itomipe ikempouyayetiri tsitonki chonkorinaki aisati boteyanakiki,acharineiteni timatsi ikantayetiror yobanontayetari shima eirorika itimmanaji itoka jrobakajiariri itomipe ikempoyayetiri tsitonaki chonkorinaki aisati boteyanaliki
159,acharineni yapatiyaroni nija eiro ibitsitironi yamabentakotaroni aisati ipinkatsatironi,acharineni yapatiyaroni nijwa eio ibkitsitironi yamabentakotaroni aisati ipinkatsatironi,acharineni yapatiyaroni nia eifo ibitsitironi yamabentakotaroni aisati ipinkatsatidroni,acharijeni yapatiyaromi nija eiro ibitsitironi yamabentakotaroni aisati ipinkatsatironi,acharinreni yapatigyaroni nijw eiro ibititironi yamabentakotadoni aiwati ipinkatsatironi,acharineni yapatihyaroni nija eir ibitsituironi yambentakotaroni aisat ipiniatsatironi
160,acharinepaye pairani te itsonkaperoteri ikenteri,acharinepaye pairani tde itssonkaperoteri ikenterli,acharinepaye pairani e itsonkaperotetri imkenteri,acharinepxye pairani te itsonkaperoteri ikenteri,acharoinepaye palirani tee itsonkaperoteri ikenteri,acharnepaye pairani re itsonkaperoteri ikdenteri
161,acharinete timatsi inkomintsayeta tsiteniriki aisati tsame asampiteitero yotinkaro aisati yotinkari obakera entsitapake paita yantajeitiri aririka ijokanakeri iriri tsiteniriki aisati okitaitimatakerika,xacharinete timatsi inkomintsayet tsitenoriki aisati tsajme asampiteitero yotinkaro aisati yotinkagi obakera entsitapke aita yantajeitiri aririka imokanakeri irri tsiteniriji aisati okkitaitimatakerika,qcharinete tlmatsi inkomintsayeta tsiteniriki ajsati tsame asampiteiterño yotinkaro qaisati yotinkari obajera entsitapakke pait yantajeitiri arrika ijokanakeri iriri tsiteniriki aisati okitaitimaftakerika,adcharinete timatsi inkomintwsayeta tsiteniriki aisati tsamwe asampiteitero yotinkaro aieati yotinkari bakera entsitapake paitz yantajeitiri aririka iokanakeri iriri tsiteniriki aisati okitaitimtakerika,acyharinete timatsi inkomintsayeta tsiteniriii aisai tsame asampiteitero yotinkar aisati yotinkari obakea entsitapake paitwa yantajeitiri aririka ijokanakeri riri tsiteniriki aisati okitaitimatakerimka,acharinete tikmatsi inkomintsayet tsiteniriki aisati tsam asampiteitero yotinkaro aisati yotinkari obakera entsitapake pxaita yantajeitir aririka ijokanqakeri irirki tsteniriki aisti okitaitimatakerika
162,acheeki pashini shitsanintsipe kari antariyetatsini,acheeki paeshini shitsanintsipfe kari antariyetatwsini,achweeki pashini shisanintsipe kari antariyetatsjini,acheki pashini shitsanintsipe kar antariyetatsini,acheeki pxshini shitsanintsipe kari antariyetatsini,acheki pasini shitsqanintsipe ari aantariyetatsini
163,a cm cm c cm pitsonkero oiñaronta oshekiarontsi ejati tsipariarontsi, c cm c c pitsonkero oiñafonta oshekiarontsi ejati tsipariarontsi, cm m vc c pitsonkero oiñaronta oshekiarontsi eiati tsipariarontsi,z cm cm  cm pitsonkego oiñaronta oshekiarontsi ejati tsipariarontsi, cm cj c cj pitsonkerio oiñaronta oshekiarontsi ejati tsipariarontsi,sa c cm c cm pitsonkero oiñaronrta oshekiarontsi ejati tsipariarkontsi
164,aijateri ajakantyari mampetsa aisati kitsarentsi akatsirinkajatero pamariki eirotya amoijakairotsi atetantyarori mampetsape terika kitsarentsi,aijateri ajakantyari mampetsa aisati kitzarentsi akatsirinkajatero pamariki eirotya amoijakairotsi atetantyarori jmampetsape terika kitsrentsi,aijateri ajakantari mampetsa aisati kisarentsi akatsirinkajatero pamaiki eirotgya amoijakairotsi atetantyarori mamopetsape terioka kitsarentsi,aijateri ajakantyyari mampetsa aisati kitsarentsi akatsirinkajatero pamariki eiroftya amoijakairotsi atetantyarori mampetsape tefika kitsarentsi,aijjateri ajakantyari mamñpetsa aisati kitsarentsi akatsirinkajatro pamariki eirotyw ajmoijakairotsi atetantyarori mampetsape terika kitsarfentsi,aijsateri aijakantyari mampetsa aisafti kitsarentsi akatsirinkajatero pamariiki eiroya amoijakairotsi atetantyarori mamptsape terika kitsarentsi
165,aijatero sampitantsipaye ayotantyari paita akenkitsatakoteri,aijatero sampitantsipaye ayotatyari paita akenkitsatakoteri,zijatero sampitatsipaye ayotantyari paitx akenkitsatakoteri,aiujatero sampitanfsipaye ayotantyari paitsa akenkitsatakoteri,aijatero sampitantsipaye ayotantyyari paifta akenkitsatakoteri,aijsatero sakpitantsipaye yotantyari pita akenkifsatakoteri
166,aijati arori te ampiakotyaariji irosati akimesantiri maaroni ikantairi,aijjati arori tee ampiakotyaarij irosari akimesantiri maaroi ikangairi,aijati arri te ampiakotyaariji irosati akimesantuiri mqaaroni ikantairi,aijati arori te ampiakogyaariji irosati amimesantiri maaroni ikantairi,aijai arori te ampiakotyaariji iroswti akimesantiri maaronli ikantairi,aijai zarori te ampiakotyaariji irosati akimesantiri maaroni ikantairi
167,aijati osheki itsarobakaitari ikantakoitiri iriitake kamaari iyoyetantari paita abisayetatsini aijatiita te onkameetsate antsinampayeri ari yatiritimotakae ari yantakae imposabeitake ariibatajiarika abankoki ari akamarankaabeitapake irojati akamantakia,aijati osheki ittsarobakaitari ikantakoitiri iriitake kamaari iyoyetantari pqaita abisayetatsini aijatiita te onkameetsate qntsinampayeri ari yatiritimotakae ari yanakae imposabeitake ariibatajiarika zbankoki ai akamarankaabeitapake irojati akamantakia,aijati osheki itsarobakaitari ikantakojitiri iriitakr kwamaari iyoyetantari paita abisayetatqsini aijatiita tf ojkameetsate antsinampayeri arl yatiritjimotakae arri antakae imposabeitaoe ariibatajiarika abakoki zri akamarankaabetapake krojati akamantakia,aijati osheki itsarobakaitri ikantakoitiri iriitak kamaari iyoyyetantari paita abisyetatsini aijatiita fe nkameetsate antsinqampayeri ari yatiritinotakae ari yantakae imposabeitake ariibatajiarika abankoki aeri akamarankaabeitapak irojati akamantaia,aijati osheki itsarobakaitari ikantalkoitiri iriitake kamaari igyoyetantari paita abisayetatsini aimatiita re onkameetsage antsinampaywri xari yatiritimotakae ar yantakae imposabeitwke aribatajiarika abankoki ari akamarankaabeitapakde irojati akamzantakia,aijati oshwki itsarobakaitari ikantakoitiri iriitke kzmaari iyoyetantari paita abisayetatsii xaijatiita e onkameetsate antsinampayeri ari yatiritimotakae aru yamtakae imposabeitakf ariibatjiarika anbankoki ai akamarankabeitapake irojati akamantakia
168,aijatita aisatita ishimaata kiarontsiki onkiapakirika nija otenkanaki ari ishiyapaakiri kantashiyetachari smimapaye ari itikaaterori impoña inkonaatakiro,aijatita aisztita isyhimaata kiaronftsiki onkiapalirika nlja otenkanaki ari ishiyapaakiri kantashiyftachari smijapaye ari itikaaterotri impoña inkonaatakiro,aijwtita aisatita ishimaata kiarontsiki onkiapakirika nija otenkanaki atri ishiyapaakiri kantashiytachari smimapaye ari itikaaterori impoña inkohnaatakiro,aijatita aisatita ishimaats kiarontsiki onkiapakirika nijs otenikanaki ai ishiyapaakiri kantashiyetachari asmimapaye ari itikaaterori kimpoña inkonaatakiro,aijatits aiisatita ishimaata kiarontsiki onkiapakiriks nima otenlanaki atri ishyapaakiri kantashiyetachari smimapsaye ai itikaaterorri impoña iinkonaatakiro,aijatita aistita shimaata kiarontqsiki onkiapakirika nija otenkanaki ar ishiyapaakiri kantashiyetachari smimapaye ari itikaterori impoña inkonaatairo
169,aikero akenkitsajeite,aikero akenkitsajeite,aikero akenkitsajeite,xikero akenkitajeite,aikero akenmitsajeite,aikefro akekitsajeite
170,aikero atoteri shima irosati antankantakeari,aikeroo atoteri shima irosati antankantakeari,aikero atñteri shima rosati antankantakeari,aikfero atoteri shima irosati amntankantakeari,aikeo zatoteri shoima oirosati antanantakeari,aikero atloteri shimsa uirosati antanlantakeari
171,aikero ijayetati yaniiyete,aikero ijayetati yaniiyyete,aiketro ijayetatj yaniiyete,aikrro ijayetati taniiyete,aikero ijayrtati yaniiyee,aikero ijayetati yaniyete
172,aikero iratye nija irojati itsonkatantakia ajokiri ashitsani,aikero iratye nijza irojatui isonkatantakia ajokiri ashitsani,aiksero iratge nijwa iroojati itsonkatantakia ajokri wshitsani,aiksro iratye nija irojatli itsonkatamntakia ajoiri ashitsajni,akero iratye nija irojati itasonkatantakia ajokiri ashitsani,aikero iratye nija irojai itsonkatantakia ajokir ashitsani
173,aikero panite pisokijimoitapero kanirimashi pabisanakerorika pikonteitape isaikira pikonkiri,akkero panite pisokijimoitapero lanirimashi pabisanakerorika pikonteitape isaikira pikonkiei,ikero panite pisokijimoitapero kanirimashi pabisanakerorika pikonteitape isaikiera pikonkiri,aiker panit pisokijimotapero kanirmashi pabisanakerorika pikonteitañe isaikira pikonkiri,aikero panite pisokijimoitapro kanirkimashi pabisajakerorika pikonteihape isaiklira pkikonkiri,aikero panite pisokijimoitapero kanirimahi pabisanakerorika pikonyeitape isaikifra pikonkiri
174,aikero pijatakayero pikenkitsajeite,aikero pijatakayero ikenkitsajeite,aikero pijatakqyero pienkitsajeite,aikero pijatakayero pikenkitsajeite,aiero pijatakayero pikenkitsajeite,aikero pijatakayero pikenkitsajeite
175,aikero pikenkitsajeite,aiero pikenkitsajeite,alikero pikenkitsajekte,aikero pikenkitsajeite,aikero pikenkitsajeite,aikero pikenkitsajeite
176,aiketi opiyayetaja poshinitakayetirori kipatsi arika ompatsayetaje oshi otonki aisati obatsape,aieti opiyayegtaja poshinitakayetirori kipatsi rika ompatsayetje odhi otponki asati obatsape,aiketi opiyayetja poshinitakayetirori kipatsi arika ompatsayetaje oshi lotonki aisati obatsape,aiketi opiyayetaja poshinitakayetirori kipatsi arika ompatsayetakje oshi otonki aisati obatsape,qiketi opiyayetaja poshinitakayetirori kipatsi arika ojpatsayetaje oshi tonki aisati obatsañe,aiketi opiyayetaja poshinitakayetirori kipatsi arika ompatsayetaje ñoshi otomnki aiati obatsspe
177,aimakotanakeri shima okeantantanakiariri tibi,aimakotajnakeri shima okeantantanakiariri tigbi,aimakotanakeri shima okeantantanakiariri ribi,aimakotxnakeri shlma okeantantanakiafiri tibi,aimakotanakeri shima okdantantanakiariri tini,aimakotanakeri shim okeantantanakariri tibi
178,aimakoteri shima okeantantyariri tibi,aimakoteri sbhima okeantantyadiri ftibi,aimakteri shoma okeantantyariri tibi,aimakofteri shia okeantantyariri tibi,amakoteri shims okeantantyariri tibo,aimakpteri shima okeantantyariri tibbi
179,aimarasati iyotasanotatsiri ikanti,aimarasati iyotasanotatsiri ikanti,aimarasat iyotasanotatsidri imanti,zimarasati iyotasanotatsiri iknti,aimarasatti iyotasanotatsiri ikanti,aimarasati iyotasanotatsoiri kikanti
180,ainijakoyetero kantashiyetachari kantiripe,ainijakoyetero kantashiyetachari kantiripe,ainijakoyetero kantashiyetachari kantiripe,ainijakoyetwero kantashiyetachari kahntiripe,ainijakoyetero kantzashiyetachari kantiripe,ainijakoyetero kantashiyetachari kantiripf
181,ainijantantyarori antakeri atsirekayetiro ashiyakantaro tantotsiki yotantsipanko,ainijantantyarori antakeri atsrekayetiro ashiyakantaro tantotsiki yoytantsipanko,ainijantzantyarori antakeri atsirekayetiro ashiyakantaro tantotsiki yotantsipankl,ainijantantyarorui antaker atsirekayetro ashiyakangaro tntotsiki yotantsipqnko,ainijantantyadori antakeri atsirekayetir ashiyakantaro tantotsiki yotantspanko,ainijangtantyarori antaker atsirekayretiro ashiyakantaro tantlotsiki yotantsianko
182,ainijantero antabaere ankematsatakaeri yamitakotabaka añinkaripaye,ainijantwro antabaere ankematsatakaeri yamitkotabaka añinkzaripaye,ainijantero abntabaere anlematsatakaeri yamitakotabaka añinkaripaye,ainijantefo antabaere ankematsataaeri yamitakkotabaka ainkaripaye,aininantero antabaere ankematsatakaeri yamitakotabka añinkaripaue,aibnijantero antaabaere ankemtsatakaeri yamifakotabaka añinkaripaye
183,ainijantero antabere ankematsatakayeri yamitakotabaka añinkaripe,ainijantero antabere ankematsatakayeri yamitakotaaka añinkaripe,ainijantero antabere ankematsatakayeri yamtakotabaka añinkaripe,ainijantero antabere ankematsatakayeri yamitakotabaka añinkafipe,ainijabtero antabere ankematsatakayeri yamitakotabaka añinkaripe,aiijantero antabere ankekatsatakayeri yamitakotabaka añinkaripe
184,ainijantero noijatakotakeri nobetsikantyarori compostera,ajnijantero noijataotakeri nobetsikantyarori compostera,ainijantero noijatakiotakeri nobetsikantyarori compostdera,ainijantero noijatkotakeri hobetsikantyarori comopostera,ainiantero noijatakotakeri nobetsikantyarori composttera,aijijantero noijatakotakeri nobetsikantyzarori compostera
185,ainijantero okarati ayotakeri maroni akarajeitira,ainijantero okaati ayotakeroi marñoni akarajeitirq,alnijantero okarati ayotakeri marooni aoarajeitira,ainijantero okarati ayotaieri maroni akarajitira,ainijantero okarti ayotakeri marponi akzrajeitira,ainijantero okarati ayorakeri nmaroni akarajeitira
186,ainijayeri aayeteri abetsikantyari obashirontsipe,inijayeri aayteri abetsikantyari obashirontsipe,ainijayei aayeteri abetsikantyqri obashirontsipe,ainijayeri aayetei abetsikanyari obashirontsipe,ainijayeri aayeteri abetsikantyaeri obasuirontsipe,ainijayeri aajeteri abetsikantyari obashirontsipe
187,ainijayeri maroni ashaninkape iyotantyari akantakoyetakari,ainijayeri maroni ashaninkape iyotantyari akantakoyetakari,ainijayeri maroni ashaninkape iyotantyari akzantakoyetakari,inijayeri maoni ashaninkape uiyotantyari aantakoyetakari,ainijayeri karoni ashanikape iyotanthari akantakoyetakari,ainijayeri maroni ashaninkape iyotxantyari akantakoyeakari
188,ainijayeri pankirentsi timatsiri otsipa nampitsi,ainijayeri pankirentsi timatsiri otsippa nwmpitsi,ainijayeri pankirentsi timtsiri otsipa nmpitsi,ainijayeri panirentsi timatiri otsia nampits,aoinijayeri pankirentsi timatsiri otsipa namoitsi,ainiijayeri pnkirentsi timatsjiri otsipa nampitsi
189,ainijayeri pashinipe ikantetiro betsikantsipe,ainnijayeri pashinipr ikantetiro betsikantsipe,inijayeri pashinipe ikantetiro betsikantsipe,ainijayedi pashinipe ikantetiro betsikantslipe,ainijayeri pashinjpe ikantetiro betsikantsipe,inijayeri pashinipe ikantstiro betsikantsipe
190,ainijayeteri jananekipe kitsarentsi impoiji asampiteri,ainijayeteri jananekipe kitsarentsi ijpoiji asampitero,ainijayetfri jananekipe kitsarntsi impoiji asampiteri,ainijayeteri jananekipe kitsarentsi impoiiji asamiteri,inijayeteri jananekipe kitsarentsi impiji asapiteri,ainijayeteri jananekipe ktsarentsi impoiji asampitei
191,ainijayeteri kipatsi yantetiri kobiti ampichakotakero ampeji omatanakearika ari abetsikakayeteri tsimeri shima parenti maroni akoiri ampitatakayeteri abetsikakayeri chakopi tsinane ankirikakayero,ainijayeteri ipatsi gyantetiri koviti ampichakotakero ampeji omatanakearika ari abetsikakayeteri tsimeri shia patrenti maroni akoiri ampitatakayetri abdtsikakayeri dhakopi tsinnane ankirikakayro,ainijayeteri iipatsi yangetiri kobiti ampichakotakero apeji omatanakearika ari abetsikakayeteri tsimerl sshima parenti karoni akoiri ampitatakayeteri abetsikakayri chakopi tsiname ankirikakauero,ainkijayeteri kipatsi yantetiri kobbiti ampichalkotakero ampeeji omatnakearika ari abetsikakayeteri tsimeri sghima parenti maroni akori amptatakayeteri abetskakayeri chakopi tsinane ankirikakayero,ainijayetedri kipahsi yantetiri kobiti ampicgakotakero ampfji omatanakeafika ar abetsikakayeteri tsimeri hima parenti marponi akoiri ampiatakayeteri abetsikakayri chakolpi tesinane ankirikakayero,ainikjayeteri kipati yantetiri kobuiti ampichakotakero ampenji omatanakearika ri abetsikakayeeri tsimegi shima parenti marñni aoiri ampitaatakayeteri betsikakayeri chkopi tsinane ankirikakayero
192,ainijayeteri maroni ashaninka impoiji añanatakoyetero paita oshiyabakayetari aisati kari oshiyabakari shimatantsipaye noyoyeteri nonkamante jaoka ikantari ashaninka ayoyetantakarori nonijantiro jaoka ikantari ashaninka ayoyetantakarori shimatantsipe,ainijayeteri marni ashaninka impoiiji añanatakoyeero ñpaita oshiyabakayetari aisati kari oshiyabakar shimatantsipaye noyoyeter nonkamanrte jaoka ikntari ashaninkwa ayoyetantakarori nonijantiro jaoka ikantari aqshaninka ayoyetantakarori shimatantsipe,ainijayeteri maroni ashaninka impoiji añanatakoyetero paitsa oshiyabakayetari aisati kari oshiyabakari shimatantsipaye noyoyeteri nonkamantre jaoka ikanntari ashabinka ayoyetantakarori nonijantiro jaoka ilkantari ashaninka ayoyetantakarori shimatantsipe,ainijayyeteri maaroni ashaninka impoiji añanatakoyetero paita oshiyabakayetari aisati kari oshiyabaari shimatantsipaue noyoyeteri nonkamante jaoa ikantqari ashaninka ayoyetantakarori nonijantiro jaoka ikanhtari ashannka ayoyetantakarri shimatantsipe,ainijayeteri maroni ashanika impioiji añanatakoyetero palita oshjyabakayetari aiqati kari oshiyabakari shimatanfsipaye noyyoyeteri nonkamate jaoia ikantari xashaninka ayoetantakarori nonijantiro mjaoka ikantari ashaninka ayyetantakarori qshimatantsipe,ainijayetri maroni ashajninka umpoiji añahatakoyetero paita oshiyabakayetari akisati kari oshiyzabakari shimwatantsipaye nooyeteri nonkqmante jaoka ikanytari ashaninka ayoyetantakarori nonijantiro jaok ikantari ashaninka ayoyegtantakarori shimatantsipe
193,ainijayeteri maroni ashaninka impoiji añanatakoyetero paita oshiyabakayetari aisati kari oshiyabakari shimatantsipaye noyoyeteri nonkamante jaoka ikantari ashaninka ayoyetantakarori shimatantsipe,ainijayetri nmaroni ashaninka impoiji añanxtakoyetero paita oshiyabakayetxri aisati karji oshiyabakari shimatantsipaye nñyoyeteri nonkamante jaoka ikantaei ashanibka ayoydetantakarori shhimatantsipe,ainijaeteri maroni ashahinka impoiji añanatakoyeteri paita oshiyabakayetari aisati kari osiyabakari shumatantsipaye noyyeteri nonkamahnte jaoka ikantari ashaninka ayoyetantakaroi shimatantsipe,ainijayeteri maroni ashaninka impoiji añanatakoyetero paita oshiyabakayetari aisat kari oshiyabakari shimatabntsipaye noyoyeteri nonkamantf jaoks ikantari axshaninka ayoyetantakaror shimatantsipe,ainijayeeri maroni ashanunka ikpoiji añanatakoetero paita oshiyabakayetri aisati kari oshiyabakari shimatantsipaye noyoyteri nnkamante jaoka iantari ashaninka aoyetantakarori shimatantsipe,ainijaeteri maroi ashanlinka impoiji añanatakoyftero paita oshiyabakauyetari aisaati kari oshiyabakari shimatantsipayee noyoyetedi nonlamante jaoka ikantqri ashaninka ayoyetantakarori shimatantsipe
194,ainiro aisati itsomonejaniki ikempoyeantarori pearentsi shinki machaki aisati otsipape,ainiro asati itsokonejaniki ikempoyeantarork pearentsi shinkj macjhaki isati ohtsipape,aibiro aisati itsomonejaniki ikekpoyeantarori pearentsi shinkoi machaki asati otsipap,ainirko aisati itsomoejaniki iempoyeantarori pearentsi shinkl machaki aisati otsiopape,ainiro aisati itsomonejsniki ikwmpoyeantarori peaentsi shinki kmachaki isati otsipape,ainiro aisati itsomonejaniki ikempoyeantarori peardntsi shinki machaki aisati otsipspe
195,ainiro aisati kishokirori inchashi obamayetirori kantashiyetachari tojasheri eiro oshinetajiro oshiokaje,aijniro aisati kishokirori ibnchashi obamayetirñri kantashiyetachari tojasheri eiro oshinetajiro oshiokaje,ainiro aisati kishokiori indhashi obamayetjirori kntashiyetachari tojasheri iro oshinwtajiro osiokaje,ainigo aisati kishokirori incuhashi obamayetirori kantashiyetacharoi tojasneri eir oshinrtajiro oshiokajw,ainro aisai kishokirorki nchashi obamayetiriori kantashiyetacnhari tojasheri eiro oshinetajiro oshiokajd,qainiro saisati kishokirori inchashi ovbamayetirori kantashiyetachari tojasheri eio oshinetajiro oshiikaje
196,ainiro antayetiro piniro okape ankateriri entsi,ainiro antagyetiro piniro okape ankateriiri ebntsi,ainiro antayetiro pinuiro okape ankateriri entsoi,iniro antayetiro opiniro okape snkateriri enrtsi,ainirl antayeetiro pkniro okap ankateriri entsi,ainiro aantayetiro piniro okape snkateriri ejntsi
197,ainiro iraniri apite ikantikea,akiniro irraniri apite ikantika,ainiro iranri apte ikantikea,ainiro iraniri apit ikantika,ainiro iraniri apite ikantikea,ainoiro iraniri apjte ikantikea
198,ainiro kipatsi niyankijaki ari oshioki paashito aparopeni saboro aisati aparoni parenti irakani timatsi antyaro obatsa osabikakotake kipatsi ara itapiki antearisanori saniri irotake osebatantari ora kipatsi niyankijaki,ainoiro kipafsi niyankijaki aroi osjioki paashoito aparopeni saboro aisati aparni parenti oirakani timatsi antyaro obatsa osabikakpotake kipatsi atra itapiki antearisanori sajiri iotake osebatabntari orza oipatsi niyankijaoi,ainiro kipatsi niyankijaki arii oshioki pashito aparopenj saboro aixati aparoni parenti irakani timatsi antyaro obatsa osabikakotake kkipatsi xara itapiki antearisanori sanidri irtake osebatantari oea kipatsi niyankijaki,iniro kipatsi niyankijaki ari oshioki paashito aparopeni saboro aisati apaaroni pareni irakabi timatsi ntyaro obbatsa osabikakotake okipatsi ara itapiki antearisanori sanri irotake osebatantari ra kpatsi niyankijaki,ainiro kiatsi niyankijqaki ari shioki laashito aparopeni sagboro qaisati aparoni pxarenti irakani timatsi antyaro batsa osabikakotake kipqtsi ara itapiki antearisanori sairi irotakwe osebatntari or okipatsi niyankinaki,ainio kpatsi niyankijaki ri oshoki paashuto aparopeni saboro aiszati aparoi ñparenti irakamni timatsk antyaro ovatsa osabikakotake kipatasi arx itapkiki antearisanori saniri irotake osebatantari orsa ipatsi niyankijai
199,ainiro kishokirori inchashi piajenkatachane ari otimake osarentsi ara kipatsiki eiro opianetatsi,ainro kishokirori inchashi piajenkatachane ari otimake osarentsi ara kipasiki eiro opianetatsi,ainiro kishokiori inchashi piajenlkatachane ari otimake osarentsi ara kipatsiki iro opiametatsi,ainiro kishokieori nchashi piajenkatachanre ari otimae osatentsi ara kipatsiki eito pianetatsi,ainiro kishokirori inchash piajenkatachane ari otoimake osarentsi aa kiñatsiki eiro opianetatsi,aihiro kishokirori inchashi piajenkatachane ari otimake osatentsi ara kippatsiki eiro opianetasi
